contract_decimals,contract_name,contract_ticker_symbol,contract_address,supports_erc,logo_url,quote_rate,rank
18,Wrapped Ether,WETH,0x0000000000000000000000000000000000000000,,https://logos.covalenthq.com/tokens/0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2.png,2626.9756,2
18,BNB,BNB,0xb8c77482e45f1f44de1745f52c74426c631bdd52,,https://logos.covalenthq.com/tokens/0xb8c77482e45f1f44de1745f52c74426c631bdd52.png,380.31714,3
6,Tether USD,USDT,0xdac17f958d2ee523a2206206994597c13d831ec7,,https://logos.covalenthq.com/tokens/0xdac17f958d2ee523a2206206994597c13d831ec7.png,0.9713105,4
6,USD Coin,USDC,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,,https://logos.covalenthq.com/tokens/0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48.png,0.98019683,9
18,Uniswap,UNI,0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,,https://logos.covalenthq.com/tokens/0x1f9840a85d5af5bf1d1762f925bdaddc4201f984.png,25.375006,12
18,ChainLink Token,LINK,0x514910771af9ca656af840dff83e8264ecf986ca,,https://logos.covalenthq.com/tokens/0x514910771af9ca656af840dff83e8264ecf986ca.png,29.75556,13
18,Matic Token,MATIC,0x7d1afa7b718fb893db30a3abc0cfc608aacfebb0,,https://logos.covalenthq.com/tokens/0x7d1afa7b718fb893db30a3abc0cfc608aacfebb0.png,1.9020531,14
18,Binance USD,BUSD,0x4fabb145d64652a948d72533023f6e7a623c7c53,,https://logos.covalenthq.com/tokens/0x4fabb145d64652a948d72533023f6e7a623c7c53.png,0.9709242,19
8,Wrapped BTC,WBTC,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,,https://logos.covalenthq.com/tokens/0x2260fac5e5542a773aa44fbcfedf7c193bc2c599.png,38364.44,20
18,Aave Token,AAVE,0x7fc66500c84a76ad7e9c93437bfc5ac33e2ddae9,,https://logos.covalenthq.com/tokens/0x7fc66500c84a76ad7e9c93437bfc5ac33e2ddae9.png,472.11447,22
18,SHIBA INU,SHIB,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,,https://logos.covalenthq.com/tokens/0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce.png,1.1590818E-05,25
18,OKB,OKB,0x0000000000000000000000000000000000000000,,https://logos.covalenthq.com/tokens/0x75231f58b43240c9718dd58b4967c5114342a86c.png,18.690966,27
8,Compound Ether,cETH,0x4ddc2d193948926d02f9b1fe9e1daa0718270ed5,,https://logos.covalenthq.com/tokens/0x4ddc2d193948926d02f9b1fe9e1daa0718270ed5.png,54.29873,31
18,Dai Stablecoin,DAI,0x6b175474e89094c44da98b954eedeac495271d0f,,https://logos.covalenthq.com/tokens/0x6b175474e89094c44da98b954eedeac495271d0f.png,0.9790377,32
18,FirstBlood Token,1ST,0xaf30d2a7e90d7dc361c8c4585e9bb7d2f6f15bc7,,https://logos.covalenthq.com/tokens/0xaf30d2a7e90d7dc361c8c4585e9bb7d2f6f15bc7.png,19.931183,32
